0.000000	0.000000
0.005000	0.073274
0.010000	0.292561
0.015000	0.656556
0.020000	1.163153
0.025000	1.809218
0.030000	2.590268
0.035000	3.500057
0.040000	4.530098
0.045000	5.669181
0.050000	6.903050
0.055000	8.214459
0.060000	9.583783
0.065000	10.990148
0.070000	12.412911
0.075000	13.833184
0.080000	15.235103
0.085000	16.606626
0.090000	17.939769
0.095000	19.230339
0.100000	20.477319
0.105000	21.682083
0.110000	22.847592
0.115000	23.977707
0.120000	25.076654
0.125000	26.148674
0.130000	27.197786
0.135000	28.227632
0.140000	29.241366
0.145000	30.241576
0.150000	31.230253
0.155000	32.208802
0.160000	33.178071
0.165000	34.138394
0.170000	35.089660
0.175000	36.031410
0.180000	36.962964
0.185000	37.883563
0.190000	38.792504
0.195000	39.689238
0.200000	40.573440
0.205000	41.444990
0.210000	42.303927
0.215000	43.150389
0.220000	43.984595
0.225000	44.806894
0.230000	45.617799
0.235000	46.418023
0.240000	47.208421
0.245000	47.989903
0.250000	48.763334
0.255000	49.828240
0.260000	50.951131
0.265000	52.129160
0.270000	53.357390
0.275000	54.629282
0.280000	55.937224
0.285000	57.273104
0.290000	58.628948
0.295000	59.997470
0.300000	61.372342
0.305000	62.748244
0.310000	64.120885
0.315000	65.487013
0.320000	66.844368
0.325000	68.191559
0.330000	69.527912
0.335000	70.853372
0.340000	72.168473
0.345000	73.474312
0.350000	74.772414
0.355000	76.064528
0.360000	77.352357
0.365000	78.637308
0.370000	79.920333
0.375000	81.201880
0.380000	82.481953
0.385000	83.760240
0.390000	85.036265
0.395000	86.309467
0.400000	87.579198
0.405000	88.844738
0.410000	90.105412
0.415000	91.360816
0.420000	92.611046
0.425000	93.856801
0.430000	95.099285
0.435000	96.339938
0.440000	97.580112
0.445000	98.820859
0.450000	100.062880
0.455000	101.306631
0.460000	102.552482
0.465000	103.800868
0.470000	105.052298
0.475000	106.307208
0.480000	107.565775
0.485000	108.827814
0.490000	110.092841
0.495000	111.360196
0.500000	112.629160
0.505000	114.045693
0.510000	115.488228
0.515000	116.954178
0.520000	118.440083
0.525000	119.942019
0.530000	121.456101
0.535000	122.978908
0.540000	124.507755
0.545000	126.040796
0.550000	127.577035
0.555000	129.116265
0.560000	130.658893
0.565000	132.205654
0.570000	133.757329
0.575000	135.314577
0.580000	136.877950
0.585000	138.447981
0.590000	140.025229
0.595000	141.610209
0.600000	143.203326
0.605000	144.804877
0.610000	146.415111
0.615000	148.034303
0.620000	149.662741
0.625000	151.300663
0.630000	152.948172
0.635000	154.605191
