0.000000	0.496459	0.998997
0.005000	0.495079	0.996000
0.010000	0.492716	0.991035
0.015000	0.489271	0.984153
0.020000	0.484611	0.975423
0.025000	0.478567	0.964932
0.030000	0.470933	0.952792
0.035000	0.461482	0.939135
0.040000	0.449996	0.924114
0.045000	0.436322	0.907906
0.050000	0.420449	0.890707
0.055000	0.402592	0.872731
0.060000	0.383267	0.854205
0.065000	0.363284	0.835358
0.070000	0.343680	0.816414
0.075000	0.325593	0.797577
0.080000	0.310116	0.779020
0.085000	0.298171	0.760878
0.090000	0.290415	0.743243
0.095000	0.287199	0.726164
0.100000	0.288587	0.709652
0.105000	0.294401	0.693680
0.110000	0.304292	0.678195
0.115000	0.317812	0.663122
0.120000	0.334483	0.648370
0.125000	0.353843	0.633843
0.130000	0.375480	0.619441
0.135000	0.399039	0.605065
0.140000	0.424200	0.590623
0.145000	0.450639	0.576033
0.150000	0.477996	0.561222
0.155000	0.505878	0.546132
0.160000	0.533871	0.530719
0.165000	0.561528	0.514960
0.170000	0.588359	0.498846
0.175000	0.613878	0.482396
0.180000	0.637704	0.465649
0.185000	0.659641	0.448670
0.190000	0.679690	0.431546
0.195000	0.697955	0.414380
0.200000	0.714494	0.397283
0.205000	0.729190	0.380366
0.210000	0.741729	0.363736
0.215000	0.751761	0.347490
0.220000	0.759115	0.331718
0.225000	0.763918	0.316496
0.230000	0.766456	0.301883
0.235000	0.766882	0.287918
0.240000	0.765007	0.274621
0.245000	0.760394	0.261997
0.250000	0.752692	0.250043
0.255000	0.741922	0.238753
0.260000	0.728529	0.228118
0.265000	0.713185	0.218127
0.270000	0.696512	0.208766
0.275000	0.678925	0.200013
0.280000	0.660704	0.191844
0.285000	0.642053	0.184228
0.290000	0.623029	0.177138
0.295000	0.603566	0.170549
0.300000	0.583678	0.164436
0.305000	0.563597	0.158779
0.310000	0.543697	0.153557
0.315000	0.524345	0.148749
0.320000	0.505797	0.144331
0.325000	0.488209	0.140279
0.330000	0.471711	0.136566
0.335000	0.456455	0.133168
0.340000	0.442596	0.130060
0.345000	0.430252	0.127216
0.350000	0.419453	0.124611
0.355000	0.410108	0.122220
0.360000	0.402016	0.120018
0.365000	0.394928	0.117980
0.370000	0.388616	0.116087
0.375000	0.382919	0.114317
0.380000	0.377753	0.112655
0.385000	0.373104	0.111087
0.390000	0.369003	0.109600
0.395000	0.365503	0.108184
0.400000	0.362657	0.106832
0.405000	0.360520	0.105535
0.410000	0.359156	0.104286
0.415000	0.358637	0.103081
0.420000	0.359030	0.101915
0.425000	0.360364	0.100785
0.430000	0.362616	0.099688
0.435000	0.365705	0.098621
0.440000	0.369516	0.097581
0.445000	0.373940	0.096563
0.450000	0.378897	0.095562
0.455000	0.384348	0.094571
0.460000	0.390275	0.093583
0.465000	0.396636	0.092592
0.470000	0.403360	0.091592
0.475000	0.410364	0.090579
0.480000	0.417579	0.089552
0.485000	0.424967	0.088510
0.490000	0.432528	0.087452
0.495000	0.440294	0.086382
0.500000	0.448323	0.085301
0.505000	0.456693	0.084210
0.510000	0.465480	0.083111
0.515000	0.474745	0.082002
0.520000	0.484505	0.080883
0.525000	0.494715	0.079752
0.530000	0.505257	0.078605
0.535000	0.515941	0.077442
0.540000	0.526538	0.076264
0.545000	0.536820	0.075071
0.550000	0.546598	0.073869
0.555000	0.555740	0.072663
0.560000	0.564174	0.071457
0.565000	0.571891	0.070256
0.570000	0.578932	0.069064
0.575000	0.585350	0.067884
0.580000	0.591166	0.066717
0.585000	0.596346	0.065562
0.590000	0.600812	0.064420
0.595000	0.604462	0.063290
0.600000	0.607191	0.062169
0.605000	0.608898	0.061056
0.610000	0.609500	0.059952
0.615000	0.608974	0.058854
0.620000	0.607408	0.057763
0.625000	0.605008	0.056676
0.630000	0.602027	0.055590
0.635000	0.598647	0.054504
0.640000	0.594871	0.053416
0.645000	0.590529	0.052330
0.650000	0.585427	0.051249
0.655000	0.579485	0.050179
0.660000	0.572749	0.049126
0.665000	0.565368	0.048094
0.670000	0.557560	0.047087
0.675000	0.549553	0.046107
0.680000	0.541490	0.045156
0.685000	0.533389	0.044233
0.690000	0.525163	0.043339
0.695000	0.516720	0.042471
0.700000	0.508049	0.041628
0.705000	0.499260	0.040810
0.710000	0.490571	0.040015
0.715000	0.482238	0.039245
0.720000	0.474491	0.038499
0.725000	0.467495	0.037778
0.730000	0.461343	0.037079
0.735000	0.456071	0.036400
0.740000	0.451651	0.035737
0.745000	0.447970	0.035088
0.750000	0.444828	0.034447
0.755000	0.441996	0.033812
0.760000	0.439310	0.033179
0.765000	0.436757	0.032546
0.770000	0.434445	0.031911
0.775000	0.432495	0.031272
0.780000	0.430998	0.030630
0.785000	0.430037	0.029983
0.790000	0.429692	0.029332
0.795000	0.430000	0.028680
0.800000	0.430937	0.028026
0.805000	0.432427	0.027373
0.810000	0.434373	0.026722
0.815000	0.436683	0.026072
0.820000	0.439271	0.025426
0.825000	0.442043	0.024784
0.830000	0.444896	0.024145
0.835000	0.447730	0.023509
0.840000	0.450459	0.022877
0.845000	0.453046	0.022248
0.850000	0.455519	0.021622
0.855000	0.457975	0.020998
0.860000	0.460566	0.020377
0.865000	0.463486	0.019761
0.870000	0.466958	0.019149
0.875000	0.471198	0.018545
0.880000	0.476356	0.017950
0.885000	0.482438	0.017366
0.890000	0.489266	0.016793
0.895000	0.496487	0.016235
0.900000	0.503661	0.015693
0.905000	0.510372	0.015170
0.910000	0.516334	0.014667
0.915000	0.521422	0.014186
0.920000	0.525635	0.013725
0.925000	0.529025	0.013285
0.930000	0.531655	0.012864
0.935000	0.533608	0.012461
0.940000	0.535016	0.012074
0.945000	0.536070	0.011704
0.950000	0.536991	0.011350
0.955000	0.537973	0.011013
0.960000	0.539128	0.010694
0.965000	0.540492	0.010395
0.970000	0.542018	0.010116
0.975000	0.543568	0.009857
0.980000	0.544927	0.009616
0.985000	0.545855	0.009394
0.990000	0.546182	0.009188
0.995000	0.545865	0.008998
1.000000	0.544989	0.008822
1.005000	0.543708	0.008662
1.010000	0.542181	0.008515
1.015000	0.540539	0.008383
1.020000	0.538871	0.008263
1.025000	0.537225	0.008155
1.030000	0.535583	0.008056
1.035000	0.533824	0.007966
1.040000	0.531740	0.007882
1.045000	0.529141	0.007803
1.050000	0.525962	0.007725
1.055000	0.522290	0.007648
1.060000	0.518291	0.007571
1.065000	0.514120	0.007492
1.070000	0.509872	0.007411
1.075000	0.505593	0.007329
1.080000	0.501314	0.007246
1.085000	0.497053	0.007163
1.090000	0.492820	0.007080
1.095000	0.488647	0.007000
1.100000	0.484618	0.006921
1.105000	0.480870	0.006844
1.110000	0.477543	0.006768
1.115000	0.474757	0.006692
1.120000	0.472601	0.006615
1.125000	0.471142	0.006535
1.130000	0.470412	0.006453
1.135000	0.470392	0.006367
1.140000	0.470980	0.006278
1.145000	0.471982	0.006186
1.150000	0.473134	0.006090
1.155000	0.474183	0.005992
1.160000	0.474942	0.005891
1.165000	0.475331	0.005788
1.170000	0.475366	0.005683
1.175000	0.475135	0.005577
1.180000	0.474762	0.005471
1.185000	0.474387	0.005366
1.190000	0.474138	0.005263
1.195000	0.474108	0.005163
1.200000	0.474345	0.005065
1.205000	0.474866	0.004971
1.210000	0.475672	0.004879
1.215000	0.476740	0.004791
1.220000	0.478027	0.004704
1.225000	0.479455	0.004620
1.230000	0.480914	0.004537
1.235000	0.482275	0.004458
1.240000	0.483441	0.004382
1.245000	0.484390	0.004309
1.250000	0.485195	0.004242
1.255000	0.485978	0.004181
1.260000	0.486863	0.004125
1.265000	0.487958	0.004074
1.270000	0.489371	0.004028
1.275000	0.491196	0.003985
1.280000	0.493479	0.003945
1.285000	0.496164	0.003908
1.290000	0.499101	0.003874
1.295000	0.502113	0.003841
1.300000	0.505057	0.003811
1.305000	0.507823	0.003782
1.310000	0.510287	0.003755
1.315000	0.512317	0.003729
1.320000	0.513825	0.003704
1.325000	0.514825	0.003678
